栅极电压(V),栅极电流(A),漏极电压(V),漏极电流(A),放大倍数
-10.0,0.00307606,8.0,0.00211068,0.686163
-9.9,0.00292712,8.0,0.00198859,0.679367
-9.8,0.00290325,8.0,0.0019775,0.681133
-9.6,0.00286488,8.0,0.00194978,0.68058
-9.5,0.0028604,8.0,0.00194841,0.681167
-9.4,0.00285032,8.0,0.00195032,0.684246
-9.3,0.00282895,8.0,0.00194019,0.685834
-9.1,0.00280335,8.0,0.00192731,0.687502
-9.0,0.00278641,8.0,0.00191944,0.688858
-8.9,0.00279124,8.0,0.00192648,0.690188
-8.8,0.00277531,8.0,0.00192516,0.693674
-8.7,0.00276033,8.0,0.0019229,0.69662
-8.5,0.0027225,8.0,0.00191592,0.703736
-8.4,0.00268556,8.0,0.00192916,0.718346
-8.3,0.00266437,8.0,0.00198954,0.746721
-8.2,0.00266384,8.0,0.00214519,0.8053
-8.1,0.0026528,8.0,0.00241887,0.911818
-7.9,0.00262922,8.0,0.00284569,1.08233
-7.8,0.00261377,8.0,0.00345313,1.32113
-7.7,0.00259927,8.0,0.00421855,1.62297
-7.6,0.00255475,8.0,0.0051259,2.00642
-7.5,0.00254735,8.0,0.00628499,2.46727
-7.3,0.00252742,8.0,0.0075521,2.98807
-7.2,0.00249735,8.0,0.00886612,3.55021
-7.1,0.00247061,8.0,0.0102336,4.14213
-7.0,0.00245611,8.0,0.011681,4.75589
-6.8,0.00241118,8.0,0.013147,5.45252
-6.7,0.00239626,8.0,0.0147469,6.15413
-6.6,0.00237424,8.0,0.0163938,6.90486
-6.5,0.00236368,8.0,0.0180485,7.63576
-6.4,0.00233372,8.0,0.0196554,8.42235
-6.2,0.00231844,8.0,0.0213227,9.197
-6.1,0.00230896,8.0,0.0230246,9.97185
-6.0,0.00228282,8.0,0.0247639,10.8479
-5.9,0.00226163,8.0,0.0265436,11.7365
-5.8,0.0022358,8.0,0.0283277,12.6701
-5.6,0.00222577,8.0,0.0301055,13.5259
-5.5,0.00220202,8.0,0.03185,14.464
-5.4,0.00217463,8.0,0.0336605,15.4787
-5.3,0.00216514,8.0,0.0355648,16.4261
-5.1,0.00213536,8.0,0.037472,17.5483
-5.0,0.0021174,8.0,0.0393576,18.5877
-4.9,0.00209878,8.0,0.0411679,19.6152
-4.8,0.00207193,8.0,0.043022,20.7642
-4.7,0.00205695,8.0,0.0449267,21.8414
-4.5,0.0020603,8.0,0.0469283,22.7774
-4.4,0.00204478,8.0,0.0489461,23.9371
-4.3,0.00202831,8.0,0.0509206,25.1049
-4.2,0.00200581,8.0,0.052764,26.3056
-4.1,0.00199704,8.0,0.0546966,27.3888
-3.9,0.00196613,8.0,0.0566634,28.8198
-3.8,0.00196016,8.0,0.0586738,29.9332
-3.7,0.00194787,8.0,0.0606512,31.1372
-3.6,0.00192287,8.0,0.0625912,32.5509
-3.5,0.00190013,8.0,0.0644883,33.9389
-3.3,0.00188981,8.0,0.0663498,35.1092
-3.2,0.00187674,8.0,0.0682313,36.3563
-3.1,0.00186695,8.0,0.0701224,37.5599
-3.0,0.00185185,8.0,0.0719749,38.8665
-2.8,0.0018441,8.0,0.0737828,40.0102
-2.7,0.0018296,8.0,0.0755381,41.2867
-2.6,0.00180429,8.0,0.0772643,42.8226
-2.5,0.00179743,8.0,0.0789629,43.931
-2.4,0.00177971,8.0,0.0806414,45.3115
-2.2,0.00177326,8.0,0.0823233,46.4248
-2.1,0.00175948,8.0,0.0839474,47.7115
-2.0,0.00173567,8.0,0.0855215,49.2729
-1.9,0.00172224,8.0,0.0870382,50.5378
-1.8,0.00170112,8.0,0.088508,52.0293
-1.6,0.00168441,8.0,0.0899583,53.4064
-1.5,0.00167033,8.0,0.091377,54.706
-1.4,0.00164449,8.0,0.0927781,56.4176
-1.3,0.00162826,8.0,0.0941466,57.8204
-1.2,0.0016088,8.0,0.0954072,59.3033
-1.0,0.00158959,8.0,0.0966398,60.7954
-0.9,0.00157318,8.0,0.097837,62.1906
-0.8,0.00155092,8.0,0.0990131,63.8415
-0.7,0.00153141,8.0,0.100128,65.3829
-0.5,0.00152132,8.0,0.101196,66.5185
-0.4,0.00150318,8.0,0.102161,67.9633
-0.3,0.00148206,8.0,0.103084,69.5545
-0.2,0.00145097,8.0,0.103944,71.6376
-0.1,0.00143139,8.0,0.104777,73.1995
0.1,0.00145329,8.0,0.105552,72.6297
0.2,0.00142089,8.0,0.106264,74.7869
0.3,0.00139481,8.0,0.106903,76.6434
0.4,0.00136838,8.0,0.107503,78.5622
0.5,0.0013454,8.0,0.108086,80.3374
0.7,0.00131592,8.0,0.108618,82.5415
0.8,0.00129062,8.0,0.1091,84.533
0.9,0.00126377,8.0,0.109562,86.6946
1.0,0.00123871,8.0,0.109963,88.7722
1.2,0.00120338,8.0,0.110313,91.6693
1.3,0.0011757,8.0,0.110654,94.1175
1.4,0.00114127,8.0,0.110978,97.2408
1.5,0.00110892,8.0,0.111277,100.347
1.6,0.00107825,8.0,0.111555,103.459
1.8,0.00105039,8.0,0.111772,106.41
1.9,0.00101512,8.0,0.111964,110.296
2.0,0.000998413,8.0,0.112158,112.336
