栅极电压(V),栅极电流(A),漏极电压(V),漏极电流(A),放大倍数
-10.0,0.00356324,8.0,0.00242423,0.680344
-9.9,0.00333284,8.0,0.00225047,0.675241
-9.7,0.00322173,8.0,0.0021753,0.675196
-9.6,0.00314833,8.0,0.00212868,0.67613
-9.4,0.00308477,8.0,0.00209416,0.678871
-9.3,0.00303184,8.0,0.0020671,0.681797
-9.1,0.00298208,8.0,0.00204027,0.684177
-9.0,0.00292915,8.0,0.0020243,0.691088
-8.9,0.00288893,8.0,0.00202346,0.700418
-8.7,0.00284441,8.0,0.00204492,0.718926
-8.6,0.00281302,8.0,0.00211539,0.752
-8.4,0.00279005,8.0,0.00226459,0.811666
-8.3,0.00275627,8.0,0.00253219,0.918702
-8.2,0.00275788,8.0,0.0029918,1.08482
-8.0,0.00272303,8.0,0.00366416,1.34562
-7.9,0.00270722,8.0,0.0046124,1.70374
-7.7,0.00267786,8.0,0.00582312,2.17454
-7.6,0.00265339,8.0,0.00727663,2.74239
-7.5,0.00262206,8.0,0.00891912,3.40157
-7.3,0.00260518,8.0,0.0107241,4.11645
-7.2,0.00259151,8.0,0.0126602,4.88526
-7.0,0.00256197,8.0,0.0146656,5.72434
-6.9,0.0025415,8.0,0.0167494,6.59036
-6.7,0.00251817,8.0,0.0188934,7.50283
-6.6,0.00241028,8.0,0.0210182,8.72023
-6.5,0.00237436,8.0,0.0232009,9.77143
-6.3,0.00236571,8.0,0.0254395,10.7534
-6.2,0.00233748,8.0,0.027679,11.8414
-6.0,0.00231874,8.0,0.0298981,12.8941
-5.9,0.00229445,8.0,0.0321475,14.011
-5.8,0.00225477,8.0,0.0344084,15.2603
-5.6,0.00223568,8.0,0.03664,16.3887
-5.5,0.00220787,8.0,0.0388982,17.618
-5.3,0.00216944,8.0,0.0411283,18.958
-5.2,0.00213363,8.0,0.0433985,20.3402
-5.0,0.00210678,8.0,0.0456192,21.6535
-4.9,0.00207569,8.0,0.0478534,23.0542
-4.8,0.00205504,8.0,0.0500336,24.3468
-4.6,0.00202706,8.0,0.0522049,25.754
-4.5,0.00202085,8.0,0.054331,26.8852
-4.3,0.00199328,8.0,0.0564885,28.3395
-4.2,0.00196315,8.0,0.0585967,29.8483
-4.1,0.001932,8.0,0.0606835,31.4097
-3.9,0.00190294,8.0,0.0627826,32.9924
-3.8,0.00186564,8.0,0.0648393,34.7545
-3.6,0.00184416,8.0,0.0668954,36.2742
-3.5,0.00181002,8.0,0.0688978,38.0647
-3.4,0.00175345,8.0,0.0709118,40.4413
-3.2,0.00173018,8.0,0.072847,42.1037
-3.1,0.00172177,8.0,0.0748176,43.4539
-2.9,0.00170923,8.0,0.076739,44.8968
-2.8,0.00167856,8.0,0.0786227,46.8394
-2.6,0.0016532,8.0,0.0804666,48.6732
-2.5,0.00163452,8.0,0.0823064,50.3551
-2.4,0.00161358,8.0,0.0841458,52.1485
-2.2,0.00158678,8.0,0.0859209,54.148
-2.1,0.00155486,8.0,0.0876426,56.3669
-1.9,0.00153821,8.0,0.0893264,58.0717
-1.8,0.00152818,8.0,0.0910027,59.5497
-1.7,0.00150151,8.0,0.0926007,61.6717
-1.5,0.00141146,8.0,0.0941267,66.6875
-1.4,0.00129116,8.0,0.0955732,74.0212
-1.2,0.0012661,8.0,0.0970162,76.626
-1.1,0.00124706,8.0,0.098407,78.9112
-0.9,0.00123053,8.0,0.0997478,81.0608
-0.8,0.00120982,8.0,0.101013,83.4942
-0.7,0.00119049,8.0,0.102233,85.8747
-0.5,0.00116489,8.0,0.103409,88.7715
-0.4,0.00114615,8.0,0.104473,91.1512
-0.2,0.00112002,8.0,0.105484,94.1805
-0.1,0.00109621,8.0,0.10643,97.0891
0.0,0.00114574,8.0,0.107329,93.6766
0.2,0.00110994,8.0,0.108136,97.4251
0.3,0.0010912,8.0,0.10888,99.7801
0.5,0.00107426,8.0,0.109589,102.013
0.6,0.00105212,8.0,0.110211,104.751
0.7,0.00102556,8.0,0.110809,108.047
0.9,0.00108691,8.0,0.111424,102.514
1.0,0.00105749,8.0,0.111909,105.825
1.2,0.00102682,8.0,0.112352,109.417
1.3,0.00099358,8.0,0.112733,113.461
1.5,0.000962849,8.0,0.113085,117.448
1.6,0.000940591,8.0,0.113401,120.564
1.7,0.00090443,8.0,0.113669,125.68
1.9,0.000880025,8.0,0.113935,129.468
2.0,0.000840224,8.0,0.114161,135.87
2.2,0.000829424,8.0,0.114393,137.919
2.3,0.000818563,8.0,0.114589,139.988
2.4,0.000717301,8.0,0.114676,159.872
2.6,0.000696535,8.0,0.114841,164.875
2.7,0.000682154,8.0,0.114993,168.573
2.9,0.000791592,8.0,0.115256,145.6
3.0,0.000541748,8.0,0.115151,212.555
3.2,0.000492996,8.0,0.115223,233.72
3.3,0.000512747,8.0,0.115336,224.937
3.4,0.000328363,8.0,0.115305,351.151
3.6,0.000317204,8.0,0.11541,363.835
3.7,0.00026159,8.0,0.115489,441.489
3.9,0.000249059,8.0,0.115674,464.444
4.0,0.000231337,8.0,0.115891,500.962
