栅极电压(V),栅极电流(A),漏极电压(V),漏极电流(A),放大倍数
-10.0,0.00256919,0.8,0.0014798,0.575979
-9.9,0.0023885,0.8,0.00137334,0.57498
-9.7,0.0022972,0.8,0.00131903,0.57419
-9.6,0.00226504,0.8,0.00129429,0.57142
-9.4,0.0022389,0.8,0.0012711,0.567734
-9.3,0.0022321,0.8,0.00126145,0.56514
-9.1,0.00222422,0.8,0.0012531,0.563389
-9.0,0.00220053,0.8,0.00124374,0.5652
-8.9,0.00215732,0.8,0.00121233,0.561961
-8.7,0.00212701,0.8,0.00119671,0.562625
-8.6,0.00211239,0.8,0.00119212,0.564347
-8.4,0.00208757,0.8,0.00118425,0.567286
-8.3,0.00205498,0.8,0.00117459,0.571582
-8.2,0.00202348,0.8,0.00118461,0.585432
-8.0,0.00200522,0.8,0.00124982,0.623283
-7.9,0.00200229,0.8,0.00141411,0.706246
-7.7,0.00198272,0.8,0.00172207,0.868539
-7.6,0.00194954,0.8,0.00222173,1.13962
-7.5,0.00189464,0.8,0.00291883,1.54057
-7.3,0.00185746,0.8,0.00381849,2.05576
-7.2,0.00184732,0.8,0.00487231,2.6375
-7.0,0.00179522,0.8,0.00601716,3.35177
-6.9,0.00175918,0.8,0.00724856,4.12042
-6.7,0.00172129,0.8,0.00850774,4.94265
-6.6,0.00168853,0.8,0.00977002,5.78611
-6.5,0.00164693,0.8,0.0109832,6.66889
-6.3,0.00161274,0.8,0.0121274,7.51975
-6.2,0.00158559,0.8,0.0131643,8.30246
-6.0,0.00154865,0.8,0.0140813,9.09263
-5.9,0.00150599,0.8,0.0148627,9.86906
-5.8,0.00146571,0.8,0.0155305,10.5959
-5.6,0.00142393,0.8,0.0160935,11.3022
-5.5,0.00138544,0.8,0.0165718,11.9614
-5.3,0.00134588,0.8,0.016967,12.6066
-5.2,0.00130184,0.8,0.0172986,13.2878
-5.0,0.00126938,0.8,0.017581,13.8501
-4.9,0.00122779,0.8,0.0178181,14.5123
-4.8,0.00118369,0.8,0.0180147,15.2191
-4.6,0.00114442,0.8,0.0181826,15.888
-4.5,0.00110796,0.8,0.0183368,16.5501
-4.3,0.00106565,0.8,0.0184612,17.3239
-4.2,0.00102442,0.8,0.0185707,18.128
-4.1,0.000984556,0.8,0.0186698,18.9627
-3.9,0.000940874,0.8,0.018748,19.9262
-3.8,0.000901191,0.8,0.0188253,20.8894
-3.6,0.000857987,0.8,0.018889,22.0155
-3.5,0.000817111,0.8,0.0189523,23.1943
-3.4,0.000777487,0.8,0.0190042,24.4431
-3.2,0.000738759,0.8,0.019052,25.7892
-3.1,0.00070027,0.8,0.0190944,27.2672
-2.9,0.000661303,0.8,0.0191296,28.9271
-2.8,0.000621918,0.8,0.019163,30.8127
-2.6,0.000586293,0.8,0.0191966,32.7423
-2.5,0.000546789,0.8,0.0192231,35.1563
-2.4,0.000509015,0.8,0.0192475,37.8132
-2.2,0.000472793,0.8,0.0192721,40.7622
-2.1,0.000439197,0.8,0.0192971,43.9372
-1.9,0.000404944,0.8,0.0193206,47.7118
-1.8,0.000370691,0.8,0.0193399,52.1726
-1.7,0.000338527,0.8,0.019361,57.1919
-1.5,0.000306661,0.8,0.0193759,63.1835
-1.4,0.000276407,0.8,0.0193938,70.1639
-1.2,0.000247047,0.8,0.0194131,78.5806
-1.1,0.00022091,0.8,0.0194326,87.9661
-0.9,0.000193579,0.8,0.0194434,100.442
-0.8,0.000167502,0.8,0.0194553,116.15
-0.7,0.000143692,0.8,0.0194671,135.478
-0.5,0.000121195,0.8,0.0194794,160.728
-0.4,9.98319e-5,0.8,0.0194971,195.299
-0.2,8.00799e-5,0.8,0.0195112,243.647
-0.1,6.19987e-5,0.8,0.0195224,314.884
0.0,8.74095e-5,0.8,0.0195334,223.47
0.2,7.08806e-5,0.8,0.0195415,275.696
0.3,5.58434e-5,0.8,0.019549,350.068
0.5,4.05675e-5,0.8,0.0195595,482.147
0.6,1.19252e-5,0.8,0.019569,1640.98
0.7,4.35095e-5,0.8,0.0195613,449.587
0.9,0.000136597,0.8,0.0195329,142.997
1.0,0.000274796,0.8,0.0194839,70.9031
1.2,0.00046646,0.8,0.019409,41.6091
1.3,0.000712486,0.8,0.0192991,27.087
1.5,0.00101908,0.8,0.0191484,18.7899
1.6,0.00138403,0.8,0.0189564,13.6965
1.7,0.00176419,0.8,0.0187539,10.6303
1.9,0.00190508,0.8,0.0186621,9.79597
2.0,0.00191731,0.8,0.0186973,9.75184
2.2,0.00197036,0.8,0.0186782,9.47959
2.3,0.00213881,0.8,0.0185899,8.6917
2.4,0.00222074,0.8,0.018545,8.35082
2.6,0.00200222,0.8,0.018661,9.32015
2.7,0.0023621,0.8,0.0183913,7.786
2.9,0.0023766,0.8,0.0184016,7.74283
3.0,0.00228453,0.8,0.0184773,8.08801
3.2,0.00255484,0.8,0.0183103,7.16691
3.3,0.00266851,0.8,0.0182656,6.84487
3.4,0.00265485,0.8,0.0182483,6.87357
3.6,0.0023075,0.8,0.0184077,7.97733
3.7,0.00257489,0.8,0.018251,7.08807
3.9,0.00304659,0.8,0.0179384,5.88803
4.0,0.00369474,0.8,0.017555,4.75135
