栅极电压(V),栅极电流(A),漏极电压(V),漏极电流(A),放大倍数
-10.0,0.00326869,5.0,0.00177864,0.544145
-9.9,0.00294221,5.0,0.00155044,0.526964
-9.7,0.0028968,5.0,0.00154854,0.534569
-9.6,0.00284608,5.0,0.00152362,0.53534
-9.4,0.0028135,5.0,0.00149584,0.531665
-9.3,0.00279297,5.0,0.00148135,0.530385
-9.1,0.00276224,5.0,0.0014624,0.529425
-9.0,0.00275806,5.0,0.00146359,0.530659
-8.9,0.00274022,5.0,0.00144898,0.528782
-8.7,0.00270626,5.0,0.00143682,0.530925
-8.6,0.00269278,5.0,0.00143736,0.533783
-8.4,0.00266724,5.0,0.00142222,0.533218
-8.3,0.00264957,5.0,0.00141668,0.534683
-8.2,0.00260697,5.0,0.00141697,0.543531
-8.0,0.00260285,5.0,0.00150013,0.576341
-7.9,0.00256329,5.0,0.0016559,0.646006
-7.7,0.0025168,5.0,0.00200904,0.798252
-7.6,0.00248511,5.0,0.00264802,1.06555
-7.5,0.00246679,5.0,0.00357093,1.4476
-7.3,0.00244644,5.0,0.00475929,1.94539
-7.2,0.00241368,5.0,0.00611981,2.53547
-7.0,0.00238182,5.0,0.00760957,3.19486
-6.9,0.00236463,5.0,0.00932066,3.9417
-6.7,0.00234834,5.0,0.0111259,4.73777
-6.6,0.00231844,5.0,0.0130108,5.61188
-6.5,0.00229046,5.0,0.0150001,6.54895
-6.3,0.00225734,5.0,0.016913,7.49245
-6.2,0.00223395,5.0,0.0189315,8.47445
-6.0,0.00220691,5.0,0.0210343,9.53111
-5.9,0.00218549,5.0,0.0231733,10.6033
-5.8,0.00215715,5.0,0.0253238,11.7395
-5.6,0.00214056,5.0,0.0275094,12.8515
-5.5,0.00210499,5.0,0.0296239,14.0732
-5.3,0.00207927,5.0,0.0318306,15.3085
-5.2,0.00205105,5.0,0.0340555,16.6039
-5.0,0.00203243,5.0,0.0363188,17.8696
-4.9,0.00201172,5.0,0.0386044,19.1897
-4.8,0.00198021,5.0,0.0408747,20.6416
-4.6,0.00195491,5.0,0.0430816,22.0376
-4.5,0.00192979,5.0,0.0453395,23.4945
-4.3,0.00191314,5.0,0.0475939,24.8774
-4.2,0.0018802,5.0,0.0498259,26.5003
-4.1,0.00185872,5.0,0.0520847,28.0218
-3.9,0.00183258,5.0,0.0543297,29.6466
-3.8,0.00180143,5.0,0.0564887,31.3577
-3.6,0.00177338,5.0,0.0586557,33.0757
-3.5,0.00174432,5.0,0.0607885,34.8494
-3.4,0.00170977,5.0,0.0629404,36.8122
-3.2,0.00168775,5.0,0.0650782,38.5591
-3.1,0.00165994,5.0,0.0671508,40.4538
-2.9,0.00163369,5.0,0.0691565,42.3315
-2.8,0.00161012,5.0,0.0711214,44.1715
-2.6,0.00158619,5.0,0.0730089,46.0278
-2.5,0.00155963,5.0,0.0748843,48.0141
-2.4,0.00152586,5.0,0.0767063,50.2709
-2.2,0.00149805,5.0,0.0784749,52.3847
-2.1,0.00146941,5.0,0.0801416,54.54
-1.9,0.00143575,5.0,0.0817477,56.9373
-1.8,0.00139917,5.0,0.0832916,59.5293
-1.7,0.00136635,5.0,0.0847806,62.049
-1.5,0.00133842,5.0,0.0861968,64.4019
-1.4,0.00130858,5.0,0.0875216,66.8829
-1.2,0.00127015,5.0,0.0887261,69.8548
-1.1,0.00123369,5.0,0.0898485,72.8291
-0.9,0.00119777,5.0,0.0908995,75.8906
-0.8,0.00116232,5.0,0.0918752,79.0447
-0.7,0.0011258,5.0,0.0927753,82.4083
-0.5,0.00108934,5.0,0.0936028,85.9262
-0.4,0.00104781,5.0,0.094326,90.022
-0.2,0.00100264,5.0,0.0949732,94.7231
-0.1,0.000965221,5.0,0.0955715,99.0151
0.0,0.00100736,5.0,0.0961745,95.4718
0.2,0.000958612,5.0,0.096674,100.848
0.3,0.000912307,5.0,0.0971253,106.461
0.5,0.000861706,5.0,0.0975108,113.16
0.6,0.000814685,5.0,0.0978659,120.127
0.7,0.000771363,5.0,0.0982055,127.314
0.9,0.000730071,5.0,0.0985401,134.973
1.0,0.000684541,5.0,0.0988481,144.401
1.2,0.000640683,5.0,0.0990976,154.675
1.3,0.000589425,5.0,0.0993225,168.507
1.5,0.000545626,5.0,0.0995279,182.41
1.6,0.000498426,5.0,0.0997388,200.108
1.7,0.000459401,5.0,0.0999552,217.577
1.9,0.000410709,5.0,0.100148,243.842
2.0,0.000375563,5.0,0.100302,267.071
2.2,0.000328303,5.0,0.100441,305.94
2.3,0.000296021,5.0,0.100625,339.925
2.4,0.000264813,5.0,0.100755,380.476
2.6,0.000215643,5.0,0.100924,468.014
2.7,0.000180437,5.0,0.101134,560.495
2.9,0.000140815,5.0,0.101235,718.922
3.0,9.48685e-5,5.0,0.101316,1067.96
3.2,4.25963e-5,5.0,0.101428,2381.15
3.3,1.5822e-5,5.0,0.101541,6417.71
3.4,9.17837e-5,5.0,0.101808,1109.22
3.6,0.0001724,5.0,0.101919,591.177
3.7,0.000115473,5.0,0.102071,883.938
3.9,0.000223777,5.0,0.102065,456.101
4.0,0.000364959,5.0,0.102191,280.007
