栅极电压(V),栅极电流(A),漏极电压(V),漏极电流(A),放大倍数
-10.0,0.00208677,8.0,0.00157281,0.753705
-9.9,0.00189661,8.0,0.00141077,0.743838
-9.8,0.00184149,8.0,0.00137135,0.744696
-9.6,0.00179353,8.0,0.00132877,0.740869
-9.5,0.00174904,8.0,0.00129495,0.740378
-9.4,0.00173508,8.0,0.00128432,0.740208
-9.3,0.00169458,8.0,0.00126057,0.743883
-9.2,0.00168271,8.0,0.00125189,0.743973
-9.0,0.00167012,8.0,0.00124691,0.746599
-8.9,0.00163289,8.0,0.0012218,0.748244
-8.8,0.00160747,8.0,0.00120151,0.747454
-8.7,0.0015947,8.0,0.00119751,0.750931
-8.5,0.00158298,8.0,0.0011903,0.751936
-8.4,0.00156644,8.0,0.00117847,0.752324
-8.3,0.00155984,8.0,0.00117487,0.753199
-8.2,0.00153071,8.0,0.00116055,0.758178
-8.1,0.00152636,8.0,0.00115448,0.756362
-7.9,0.00150766,8.0,0.00114175,0.757299
-7.8,0.00148407,8.0,0.00112709,0.759459
-7.7,0.00147214,8.0,0.00113403,0.770328
-7.6,0.00145778,8.0,0.0011819,0.810753
-7.5,0.0014234,8.0,0.00131153,0.921406
-7.3,0.00141108,8.0,0.00161641,1.14551
-7.2,0.00137679,8.0,0.00206101,1.49697
-7.1,0.00134442,8.0,0.00269608,2.00539
-7.0,0.00133342,8.0,0.00346519,2.59872
-6.8,0.00127649,8.0,0.00431875,3.3833
-6.7,0.00124643,8.0,0.00527972,4.23587
-6.6,0.00123207,8.0,0.00634671,5.15126
-6.5,0.00120288,8.0,0.00743918,6.18447
-6.4,0.0011777,8.0,0.00856722,7.27454
-6.2,0.00116448,8.0,0.00975115,8.37382
-6.1,0.00114745,8.0,0.0109345,9.52939
-6.0,0.00112209,8.0,0.0121438,10.8225
-5.9,0.00110045,8.0,0.0133496,12.131
-5.8,0.00108846,8.0,0.0145846,13.3993
-5.6,0.00106577,8.0,0.0158033,14.8281
-5.5,0.0010557,8.0,0.0170367,16.1378
-5.4,0.00104062,8.0,0.018257,17.5443
-5.3,0.0010209,8.0,0.0194924,19.0933
-5.2,0.000999377,8.0,0.0206926,20.7055
-5.0,0.000987957,8.0,0.0218952,22.1621
-4.9,0.000968713,8.0,0.0230856,23.8312
-4.8,0.000951867,8.0,0.0242865,25.5146
-4.7,0.000937929,8.0,0.0254696,27.1551
-4.5,0.000919495,8.0,0.0266339,28.9658
-4.4,0.000899951,8.0,0.0277835,30.8722
-4.3,0.000883285,8.0,0.0289531,32.7789
-4.2,0.000876541,8.0,0.0300968,34.3359
-4.1,0.000860624,8.0,0.0312253,36.2822
-3.9,0.000832238,8.0,0.0323504,38.8716
-3.8,0.000822257,8.0,0.0334596,40.6924
-3.7,0.000817071,8.0,0.0345619,42.2998
-3.6,0.000802084,8.0,0.035647,44.443
-3.5,0.000786437,8.0,0.0367333,46.7085
-3.3,0.000770041,8.0,0.0378119,49.1037
-3.2,0.000750827,8.0,0.0388658,51.764
-3.1,0.000731823,8.0,0.039911,54.5364
-3.0,0.000720972,8.0,0.0409717,56.8284
-2.8,0.00071168,8.0,0.0420193,59.0424
-2.7,0.000699091,8.0,0.0430458,61.574
-2.6,0.00068812,8.0,0.0440674,64.0403
-2.5,0.000687161,8.0,0.0451006,65.6332
-2.4,0.000669686,8.0,0.0460881,68.8205
-2.2,0.000659015,8.0,0.0470794,71.439
-2.1,0.000643038,8.0,0.0480655,74.7475
-2.0,0.00062919,8.0,0.0490293,77.9245
-1.9,0.000621306,8.0,0.0499776,80.4396
-1.8,0.000610276,8.0,0.0509231,83.4427
-1.6,0.000597836,8.0,0.0518571,86.7413
-1.5,0.000588005,8.0,0.0527683,89.7412
-1.4,0.000578053,8.0,0.0536625,92.8332
-1.3,0.000561597,8.0,0.0545339,97.105
-1.2,0.000550716,8.0,0.0554097,100.614
-1.0,0.000541094,8.0,0.0562559,103.967
-0.9,0.000530033,8.0,0.0570795,107.69
-0.8,0.000523319,8.0,0.0578963,110.633
-0.7,0.000513607,8.0,0.0586948,114.28
-0.5,0.000505274,8.0,0.0594632,117.685
-0.4,0.000501228,8.0,0.060224,120.153
-0.3,0.000490677,8.0,0.0609674,124.252
-0.2,0.000490047,8.0,0.0616899,125.886
-0.1,0.00048666,8.0,0.0624173,128.256
0.1,0.000494188,8.0,0.0631542,127.794
0.2,0.000486154,8.0,0.0638559,131.349
0.3,0.00047908,8.0,0.0645056,134.645
0.4,0.000467211,8.0,0.0651317,139.405
0.5,0.000461815,8.0,0.065711,142.289
0.7,0.000449885,8.0,0.066253,147.267
0.8,0.000434509,8.0,0.0667535,153.63
0.9,0.000420091,8.0,0.0672255,160.026
1.0,0.000407112,8.0,0.0676843,166.255
1.2,0.000395362,8.0,0.0681224,172.304
1.3,0.000376688,8.0,0.0685333,181.937
1.4,0.00036326,8.0,0.068935,189.768
1.5,0.000355436,8.0,0.0693279,195.05
1.6,0.000343836,8.0,0.0696916,202.688
1.8,0.000331307,8.0,0.0700314,211.379
1.9,0.000323663,8.0,0.070363,217.396
2.0,0.00031614,8.0,0.0706465,223.466
