栅极电压(V),栅极电流(A),漏极电压(V),漏极电流(A),放大倍数
-10.0,0.00173004,0.8,0.00117568,0.679568
-9.9,0.00155343,0.8,0.00103031,0.663248
-9.8,0.00148119,0.8,0.00097419,0.657708
-9.6,0.00142106,0.8,0.000928637,0.653482
-9.5,0.00138425,0.8,0.000904194,0.653201
-9.4,0.00135362,0.8,0.000877049,0.647929
-9.3,0.00132295,0.8,0.000862185,0.651714
-9.2,0.00131699,0.8,0.000850954,0.646136
-9.0,0.00128519,0.8,0.00082564,0.642426
-8.9,0.00125755,0.8,0.000808884,0.643222
-8.8,0.00124541,0.8,0.00079435,0.637822
-8.7,0.00122128,0.8,0.000771229,0.631492
-8.5,0.00120986,0.8,0.000765463,0.632687
-8.4,0.00118264,0.8,0.000742732,0.628029
-8.3,0.00115027,0.8,0.000714295,0.62098
-8.2,0.00111043,0.8,0.000685107,0.616975
-8.1,0.00110321,0.8,0.000682675,0.618808
-7.9,0.00108082,0.8,0.00066694,0.617069
-7.8,0.00105429,0.8,0.000648563,0.615166
-7.7,0.00103589,0.8,0.000640215,0.618034
-7.6,0.00101209,0.8,0.000626042,0.618564
-7.5,0.000991404,0.8,0.000620186,0.625563
-7.3,0.000976387,0.8,0.000632167,0.647455
-7.2,0.000954895,0.8,0.000691864,0.724545
-7.1,0.000940747,0.8,0.000855969,0.909882
-7.0,0.000913859,0.8,0.00113274,1.23951
-6.8,0.000886313,0.8,0.00153878,1.73616
-6.7,0.000867099,0.8,0.0020586,2.37412
-6.6,0.000848305,0.8,0.00267524,3.15363
-6.5,0.000813414,0.8,0.00333238,4.09678
-6.4,0.000785568,0.8,0.00403738,5.13944
-6.2,0.000768452,0.8,0.00478353,6.22489
-6.1,0.000748189,0.8,0.00552637,7.38633
-6.0,0.000721692,0.8,0.00624441,8.65246
-5.9,0.000694205,0.8,0.00692857,9.98058
-5.8,0.000666508,0.8,0.00757899,11.3712
-5.6,0.000639291,0.8,0.0081743,12.7865
-5.5,0.000614292,0.8,0.0087125,14.183
-5.4,0.000587645,0.8,0.00919788,15.6521
-5.3,0.000561807,0.8,0.0096274,17.1365
-5.2,0.000535729,0.8,0.0100007,18.6675
-5.0,0.000509081,0.8,0.0103272,20.286
-4.9,0.000485042,0.8,0.0106077,21.8697
-4.8,0.000461332,0.8,0.0108497,23.5182
-4.7,0.000436003,0.8,0.0110589,25.3643
-4.5,0.000414121,0.8,0.0112389,27.1392
-4.4,0.000393379,0.8,0.011394,28.9644
-4.3,0.000370418,0.8,0.0115335,31.1364
-4.2,0.000348597,0.8,0.0116528,33.4277
-4.1,0.000328214,0.8,0.0117604,35.8315
-3.9,0.000311008,0.8,0.0118569,38.1241
-3.8,0.000293683,0.8,0.0119408,40.6588
-3.7,0.000274949,0.8,0.0120166,43.7048
-3.6,0.000257354,0.8,0.0120835,46.9528
-3.5,0.000242546,0.8,0.0121473,50.0825
-3.3,0.000226959,0.8,0.0122038,53.7709
-3.2,0.000213111,0.8,0.0122541,57.501
-3.1,0.000199862,0.8,0.0123017,61.551
-3.0,0.000186374,0.8,0.0123446,66.2356
-2.8,0.000173395,0.8,0.0123852,71.4277
-2.7,0.000161854,0.8,0.0124226,76.7519
-2.6,0.000150404,0.8,0.0124576,82.8276
-2.5,0.000139583,0.8,0.0124909,89.4873
-2.4,0.000129692,0.8,0.0125222,96.5534
-2.2,0.000120669,0.8,0.0125517,104.018
-2.1,0.000111377,0.8,0.0125793,112.943
-2.0,0.000102984,0.8,0.0126065,122.412
-1.9,9.61499e-5,0.8,0.0126318,131.376
-1.8,8.94356e-5,0.8,0.0126565,141.515
-1.6,8.23316e-5,0.8,0.0126801,154.013
-1.5,7.62168e-5,0.8,0.0127004,166.635
-1.4,7.07614e-5,0.8,0.0127225,179.794
-1.3,6.60254e-5,0.8,0.0127401,192.958
-1.2,6.15891e-5,0.8,0.0127585,207.155
-1.0,5.74826e-5,0.8,0.0127776,222.286
-0.9,5.32861e-5,0.8,0.0127924,240.07
-0.8,4.9839e-5,0.8,0.0128081,256.99
-0.7,4.68716e-5,0.8,0.0128234,273.586
-0.5,4.35444e-5,0.8,0.0128388,294.844
-0.4,4.12663e-5,0.8,0.0128531,311.467
-0.3,3.90182e-5,0.8,0.0128642,329.697
-0.2,3.689e-5,0.8,0.0128786,349.108
-0.1,3.49716e-5,0.8,0.0128906,368.602
0.1,5.45237e-5,0.8,0.0129039,236.666
0.2,5.25155e-5,0.8,0.0129139,245.906
0.3,5.12865e-5,0.8,0.0129248,252.012
0.4,4.92483e-5,0.8,0.0129348,262.645
0.5,4.74198e-5,0.8,0.0129436,272.958
0.7,4.52017e-5,0.8,0.0129506,286.507
0.8,4.18746e-5,0.8,0.012958,309.448
0.9,3.44709e-5,0.8,0.0129621,376.03
1.0,9.71208e-6,0.8,0.0129534,1333.74
1.2,5.63214e-5,0.8,0.0129246,229.479
1.3,0.000184732,0.8,0.0128623,69.6268
1.4,0.00040879,0.8,0.0127395,31.1639
1.5,0.000775526,0.8,0.0125774,16.2179
1.6,0.00119954,0.8,0.0124364,10.3676
1.8,0.0017148,0.8,0.0120552,7.03009
1.9,0.00229484,0.8,0.0117721,5.12981
2.0,0.00274235,0.8,0.011417,4.16322
